# reporter: v24 (2026-09-26); surface: matrix; filters: subbench=syntax, version=0.1, since=2026-09-01T00:00:00Z, until=2026-09-21T10:30:00Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_d34c9131_auto-caps-simdna, testee=pcrec_d34c9131_auto-nocaps-simdna, testee=pcrec_d34c9131_vm-caps-simdna, testee=pcrec_d34c9131_vm-in-caps-simdna, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna; source: store/index.tsv (10 record(s) matching this query); records: 10; subbench_versions: syntax@0.1; machines: budu-ryzen1600; schema_versions: 1.5,1.6; superseded: 0; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_auto-nocaps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_auto-nocaps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-in-caps-simdna; capture_class: yes=libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-in-caps-simdna; no=pcrec_25b1984f_auto-nocaps-simdna,pcrec_d34c9131_auto-nocaps-simdna; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee_pooled/best_ns_pooled recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99; [B91]): best_testee_pooled/best_ns_pooled and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- POOLED: a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. best_testee_yes/best_ns_yes and best_testee_no/best_ns_no are the row's best over the capture_class yes / no testees ONLY (same rankability rule; empty where that class has no rankable cell in the row; an undeclared testee is in neither), so a class-pure ratio is ratio x best_ns_pooled / best_ns_<class>. These match the report's own class-pure ranking sections; matrix_page.py recomputes every best and ratio over the reader's own testee selection from each cell's ratio x best_ns_pooled, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee_pooled	best_ns_pooled	best_testee_yes	best_ns_yes	best_testee_no	best_ns_no	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_25b1984f_auto-caps-simdna	pcrec_25b1984f_auto-nocaps-simdna	pcrec_25b1984f_vm-caps-simdna	pcrec_25b1984f_vm-in-caps-simdna	pcrec_d34c9131_auto-caps-simdna	pcrec_d34c9131_auto-nocaps-simdna	pcrec_d34c9131_vm-caps-simdna	pcrec_d34c9131_vm-in-caps-simdna
syntax@0.1	rec-back	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	851412.5	pcrec_25b1984f_auto-caps-simdna	980520.2	pcrec_d34c9131_auto-nocaps-simdna	851412.5	8.567422	1.835113	1.151639	1.000641	6.893587	6.890367	1.157927	1.000000	6.885238	6.891666
syntax@0.1	rec-back	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1621.5	libpcre2_10.46_interp-caps-simdna	1621.5			1.000000	1.000585	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	rec-back	match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna	282.8	pcrec_d34c9131_auto-caps-simdna	282.8	pcrec_d34c9131_auto-nocaps-simdna	450.9	excluded	excluded	1.001107	1.602426	1.002167	1.238629	1.000000	1.594822	1.002339	1.238609
syntax@0.1	rec-back	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	647.0	pcrec_d34c9131_auto-caps-simdna	799.0	pcrec_25b1984f_auto-nocaps-simdna	647.0	3.864969	3.194086	1.238967	1.000000	4.616484	4.860722	1.234925	1.008553	4.615964	4.870771
syntax@0.1	rec-define	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	156464.4	pcrec_d34c9131_auto-caps-simdna	156464.4	pcrec_d34c9131_auto-nocaps-simdna	156839.1	595.585693	25.104862	1.005878	1.007059	53.504392	80.308890	1.000000	1.002394	52.201913	79.390452
syntax@0.1	rec-define	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1598.2	libpcre2_10.46_interp-caps-simdna	1598.2			1.000000	1.024907	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	rec-define	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	278.9	pcrec_d34c9131_vm-caps-simdna	278.9	pcrec_d34c9131_auto-nocaps-simdna	454.9	excluded	excluded	1.635471	1.642785	1.002493	1.505552	1.641292	1.630841	1.000000	1.523142
syntax@0.1	rec-define	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	392.9	pcrec_d34c9131_auto-caps-simdna	393.2	pcrec_d34c9131_auto-nocaps-simdna	392.9	10.518735	4.535652	1.004838	1.004390	13.796116	17.863096	1.000694	1.000000	13.979616	18.483944
syntax@0.1	rec-fwd	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	851732.4	pcrec_d34c9131_auto-caps-simdna	983371.8	pcrec_d34c9131_auto-nocaps-simdna	851732.4	91.049288	4.093839	1.162919	1.003143	15.465230	15.166261	1.154555	1.000000	15.599735	15.075365
syntax@0.1	rec-fwd	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	3628.9	libpcre2_10.46_jit-caps-simdna	3628.9			1.005937	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	rec-fwd	match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna	283.1	pcrec_d34c9131_auto-caps-simdna	283.1	pcrec_d34c9131_auto-nocaps-simdna	451.7	excluded	excluded	1.001728	1.598545	1.003372	1.464415	1.000000	1.595513	1.002446	1.461618
syntax@0.1	rec-fwd	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	650.5	pcrec_d34c9131_auto-caps-simdna	792.0	pcrec_d34c9131_auto-nocaps-simdna	650.5	53.345900	4.607838	1.225346	1.004804	10.312639	7.895647	1.217540	1.000000	10.300577	7.131106
syntax@0.1	rec-g-angle	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	850444.4	pcrec_d34c9131_auto-caps-simdna	982006.7	pcrec_d34c9131_auto-nocaps-simdna	850444.4	8.571754	1.832226	1.163117	1.003286	6.855659	6.901311	1.154698	1.000000	6.892157	6.890969
syntax@0.1	rec-g-angle	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1621.5	libpcre2_10.46_interp-caps-simdna	1621.5			1.000000	1.000821	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	rec-g-angle	match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna	282.6	pcrec_d34c9131_auto-caps-simdna	282.6	pcrec_d34c9131_auto-nocaps-simdna	450.2	excluded	excluded	1.004635	1.604219	1.003881	1.241238	1.000000	1.592932	1.000638	1.238941
syntax@0.1	rec-g-angle	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	645.1	pcrec_d34c9131_auto-caps-simdna	795.8	pcrec_25b1984f_auto-nocaps-simdna	645.1	3.882847	3.124908	1.239281	1.000000	4.635324	4.875891	1.233605	1.004606	4.626894	4.882942
syntax@0.1	rec-name	large-subject-throughput	plain	libpcre2_10.46_interp-caps-simdna	10821132278.0	libpcre2_10.46_interp-caps-simdna	10821132278.0			1.000000	wrong	wrong	wrong	wrong	wrong	wrong	wrong	wrong	wrong
syntax@0.1	rec-name	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2370.0	libpcre2_10.46_interp-caps-simdna	2370.0			1.000000	1.000832	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	rec-name	match-compliance	whole-subject	pcrec_25b1984f_auto-nocaps-simdna	579.1	pcrec_25b1984f_vm-caps-simdna	580.3	pcrec_25b1984f_auto-nocaps-simdna	579.1	excluded	excluded	1.002308	1.000000	1.002051	1.177994	1.002589	1.000300	1.002256	1.181740
syntax@0.1	rec-name	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1732.8	libpcre2_10.46_jit-caps-simdna	1732.8	pcrec_d34c9131_auto-nocaps-simdna	4946.2	1.907476	1.000000	2.944844	2.865811	2.983820	2.919148	2.876662	2.854455	2.868379	2.907388
syntax@0.1	rec-py	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	850666.8	pcrec_d34c9131_auto-caps-simdna	983327.9	pcrec_d34c9131_auto-nocaps-simdna	850666.8	8.558818	1.832803	1.155971	1.002092	6.891842	6.896801	1.155950	1.000000	6.892796	6.908838
syntax@0.1	rec-py	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1621.5	libpcre2_10.46_jit-caps-simdna	1621.5			1.000784	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	rec-py	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	282.6	pcrec_d34c9131_vm-caps-simdna	282.6	pcrec_d34c9131_auto-nocaps-simdna	451.4	excluded	excluded	1.003623	1.609335	1.003390	1.237210	1.001496	1.597508	1.000000	1.239356
syntax@0.1	rec-py	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	648.2	pcrec_d34c9131_auto-caps-simdna	796.6	pcrec_25b1984f_auto-nocaps-simdna	648.2	3.860996	3.118416	1.244054	1.000000	4.607248	4.852415	1.228917	1.008619	4.605065	4.867536
syntax@0.1	rec-r-uc	large-subject-throughput	plain	libpcre2_10.46_interp-caps-simdna	9725255387.0	libpcre2_10.46_interp-caps-simdna	9725255387.0			1.000000	wrong	wrong	wrong	wrong	wrong	wrong	wrong	wrong	wrong
syntax@0.1	rec-r-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2255.0	libpcre2_10.46_jit-caps-simdna	2255.0			1.007683	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	rec-r-uc	match-compliance	whole-subject							excluded	excluded	wrong	wrong	wrong	wrong	wrong	wrong	wrong	wrong
syntax@0.1	rec-r-uc	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1677.6	libpcre2_10.46_jit-caps-simdna	1677.6	pcrec_25b1984f_auto-nocaps-simdna	3683.1	1.818719	1.000000	2.155003	2.195493	2.119081	2.229764	2.069448	2.197004	2.157589	2.236046
syntax@0.1	unp-p-lc	large-subject-throughput	plain	pcrec_25b1984f_vm-caps-simdna	5892788.0	pcrec_25b1984f_vm-caps-simdna	5892788.0	pcrec_25b1984f_auto-nocaps-simdna	6357289.6	8.453699	2.623426	1.085923	1.078825	1.000000	1.005480	refused	refused	refused	refused
syntax@0.1	unp-p-lc	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	4511.5	libpcre2_10.46_interp-caps-simdna	4511.5			1.000000	1.000672	excluded	excluded	excluded	excluded	refused	refused	refused	refused
syntax@0.1	unp-p-lc	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	454.7	pcrec_25b1984f_vm-in-caps-simdna	454.7	pcrec_25b1984f_auto-nocaps-simdna	619.2	excluded	excluded	1.347549	1.361920	1.034491	1.000000	refused	refused	refused	refused
syntax@0.1	unp-p-lc	short-subject-search	plain	pcrec_25b1984f_vm-in-caps-simdna	602.9	pcrec_25b1984f_vm-in-caps-simdna	602.9	pcrec_25b1984f_auto-nocaps-simdna	760.5	9.867160	3.832196	1.253989	1.261306	1.070093	1.000000	refused	refused	refused	refused
syntax@0.1	unp-p-uc	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	6197502.2	pcrec_25b1984f_auto-caps-simdna	6197502.2	pcrec_25b1984f_auto-nocaps-simdna	6207602.8	11.627303	2.623039	1.000000	1.001630	1.078601	1.072160	refused	refused	refused	refused
syntax@0.1	unp-p-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	3807.1	libpcre2_10.46_jit-caps-simdna	3807.1			1.002797	1.000000	excluded	excluded	excluded	excluded	refused	refused	refused	refused
syntax@0.1	unp-p-uc	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	329.3	pcrec_25b1984f_vm-in-caps-simdna	329.3	pcrec_25b1984f_auto-nocaps-simdna	472.7	excluded	excluded	1.440111	1.435288	1.226797	1.000000	refused	refused	refused	refused
syntax@0.1	unp-p-uc	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	694.4	pcrec_25b1984f_auto-caps-simdna	694.4	pcrec_25b1984f_auto-nocaps-simdna	697.7	15.730283	3.616145	1.000000	1.004841	1.300454	1.175724	refused	refused	refused	refused
syntax@0.1	vrb-accept	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	269137.7	libpcre2_10.46_jit-caps-simdna	269137.7			8.316488	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	vrb-accept	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1609.4	libpcre2_10.46_interp-caps-simdna	1609.4			1.000000	1.001758	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	vrb-accept	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1616.3	libpcre2_10.46_jit-caps-simdna	1616.3			1.580700	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	vrb-skip	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	1588213.3	libpcre2_10.46_jit-caps-simdna	1588213.3			3.699094	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	vrb-skip	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1491.7	libpcre2_10.46_jit-caps-simdna	1491.7			1.018333	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	vrb-skip	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1860.0	libpcre2_10.46_jit-caps-simdna	1860.0			1.682651	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	xcl-minus	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	20359696.5	libpcre2_10.46_jit-caps-simdna	20359696.5			2.361795	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	xcl-minus	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2309.0	libpcre2_10.46_interp-caps-simdna	2309.0			1.000000	1.007412	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	xcl-minus	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1919.0	libpcre2_10.46_jit-caps-simdna	1919.0			2.119724	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
